,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
6297,714502911,II1500678,04/19/2015 02:15:00 AM,[UIPD] BATTERY,"BATTERY                            <BR/><BR/>OFFICER RESPONDED TO A CHECK WELFARE REQUEST. AN AMBULANCE WAS CALLED FOR AN INTOXICATED UNDER 21 YR OLD. THE SUBJECT THEN BEGAN TO THREATEN SUICIDE AND BEGGED OFFICER TO SHOOT HER. AS SUBJECT WAS TRANSPORTED TO HOSPITAL, SUBJECT BATTERE D EMS PERSONNEL. AN INVOLUNTARY COMMITTAL FORM WAS COMPLETED AND SUBJECT FACES AGGRAVATED BATTERY CHARGES.",,1200 Block EUCLID ST,,URBANA,IL,,,40.104,-88.2346,04/29/2015 05:03:41 PM,04/29/2015 05:00:03 PM,POINT (-88.2346 40.104),2,Sunday,Assault,206477.0
6306,714597332,II1500703,04/23/2015 04:04:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>SUBJECT REPORTED BEONG BATTERED BY A COWORKER AT THE ELECTRI CAL AND COMPUTER ENGINEERING BLDG.,,300 Block WRIGHT ST N,,URBANA,IL,,,40.1149,-88.228,04/30/2015 06:24:14 PM,05/02/2015 08:11:47 PM,POINT (-88.228 40.1149),4,Thursday,Assault,206477.0
6327,714822458,II1500771,05/01/2015 09:30:00 PM,[UIPD] ROBBERY-ARMED,ROBBERY-ARMED                      <BR/><BR/>A SUBJECT WAS ROBBED BY THREE MALE OFFENDERS. ONE OF THE OFFENDERS USED A HANDGUN DURING THE ROBBERY.,,LINCOLN AVE S & OHIO,,URBANA,IL,61801.0,,40.10368629999999,-88.2191942,05/03/2015 02:58:41 PM,09/08/2015 10:53:08 PM,POINT (-88.2191942 40.1036863),21,Friday,Robbery,206477.0
6332,715341188,II1500780,05/03/2015 02:42:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>A JUVENILE WAS BATTERED AT A SOCCER GAME AT 1006 W ST MARY'S ROAD.,,1000 Block ST MARY'S ROAD W,,URBANA,IL,,,40.0982,-88.2191,05/07/2015 07:03:41 PM,05/07/2015 07:23:21 PM,POINT (-88.2191 40.0982),14,Sunday,Assault,206477.0
6339,715136822,II1500794,05/04/2015 08:51:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,"MENTAL CASE-TRANSPORTATION         <BR/><BR/>OFFICER RESPONDED TO 1810 ORCHARD PLACE #B URBANA,IL IN REFE RENE TO A SUBJECT WHO ATTEMPTED SUICIDE BY OVERDOSING ON PIL LS.",,ORCHARD PL & ORCHARD ST,,URBANA,IL,,,40.0975,-88.2129,05/07/2015 12:18:42 PM,05/07/2015 12:15:05 PM,POINT (-88.2129 40.0975),20,Monday,Other,206477.0
6397,717794750,II1500912,05/20/2015 01:08:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>DURING A MINOR ALTERCATION SUSPECT ALLEGEDLY PLACED HIS FORE ARM ON TWO STAFF TRYING TO GET OUT OF THE ROOM,,1400 Block GREEN ST W,,URBANA,IL,,,40.1098,-88.2272,05/22/2015 07:33:43 PM,05/22/2015 07:30:03 PM,POINT (-88.2272 40.1098),13,Wednesday,Assault,206477.0
6440,720866469,II1501007,06/16/2015 02:00:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>POLICE RESPOND TO LOCATE A COUPLE INVOLVED IN DOMESTIC DISTU RBANCE. SUBJECTS LOCATED AT 701 W ILLINOIS AND A THIRD PARTY THAT BECAME INVOLVED AND BATTERED THE MALE HALF OF THE COUPL E WAS ALSO LOCATED AND INTERVIEWED.,,700 Block ILLINOIS ST W,,URBANA,IL,,,40.1098,-88.2272,06/17/2015 06:33:47 PM,06/17/2015 06:30:02 PM,POINT (-88.2272 40.1098),2,Tuesday,Assault,206477.0
6452,722450120,II1501033,06/22/2015 04:20:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER RESPONDS TO TAKE A BATTERY REPORT. SUSPECT INFORMATI ON PROVIDED.,,100 Block WRIGHT ST S,,URBANA,IL,,,40.1119,-88.2286,06/26/2015 02:38:49 PM,06/26/2015 02:35:03 PM,POINT (-88.2286 40.1119),16,Monday,Assault,206477.0
6465,722537806,II1501049,06/26/2015 12:39:00 AM,[UIPD] BATTERY-AGGRAVATED,"BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT WAS ARRESTED FOR TWO COUNTS OF AGGRAVATED BATTERY, T RESPASS TO VEHICLE, AND RESISTING/OBSTRUCTING A PEACE OFFICE R",,1300 Block NEIL ST S,,URBANA,IL,,,40.1027,-88.2438,06/27/2015 05:13:49 PM,06/27/2015 05:10:03 PM,POINT (-88.2438 40.1027),0,Friday,Assault,
6478,722766927,II1501071,06/29/2015 06:45:00 PM,[UIPD] ROBBERY-ARMED,ROBBERY-ARMED                      <BR/><BR/>OFFICER RESPONDED TO THE CHAMPAIGN POLICE DEPARTMENT TO MEET WITH VICTIM OF AN ARMED ROBBERY THAT OCCURRED NEAR 23 E STA DIUM DRIVE IN CHAMPAIGN.,,STADIUM DR & NEIL ST,,URBANA,IL,,,40.1027,-88.2438,06/30/2015 08:18:50 PM,09/08/2015 10:53:08 PM,POINT (-88.2438 40.1027),18,Monday,Robbery,
6519,724681267,II1501146,07/19/2015 05:57:00 PM,[UIPD] CARRYING OUT OF PREMISE,CARRYING OUT OF PREMISE            <BR/><BR/> CITY NTA ISSUE FOR CARRYING OPEN LIQUOUR OUT OF PREMESIS.,,FIRST ST S & DANIEL ST E,,URBANA,IL,,,40.1079,-88.2387,07/20/2015 03:48:55 PM,07/20/2015 03:45:04 PM,POINT (-88.2387 40.1079),17,Sunday,Liquor,206477.0
6531,725513820,II1501176,07/23/2015 08:39:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER ASSISTED URBANA POLICE WITH A DISORDERLY SUBJECT CAL L IN URBANA WHERE MULTIPLE SUBJECTS WERE ARRESTED.,,1200 Block BESLIN ST,,URBANA,IL,,,40.12,-88.2254,07/28/2015 02:28:55 PM,07/29/2015 01:12:57 PM,POINT (-88.2254 40.12),20,Thursday,Assault,
6542,725438691,II1501185,07/26/2015 10:25:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> BATTERY OCCURRED AT CAMPUS RECREATION SOCCER FIELDS.,,STADIUM DR E & FIRST ST,,URBANA,IL,,,40.1038,-88.2405,07/27/2015 04:38:55 PM,07/27/2015 04:35:03 PM,POINT (-88.2405 40.1038),10,Sunday,Assault,206477.0
6560,726155008,II1501224,08/01/2015 11:36:00 PM,[UIPD] BATTERY-AGGRAVATED,"BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER STOPPED SUBJECT FOR RIDING IN THE STREET WITHOUT A LIGHT ON HIS BIKE. SUBJECT WAS SUBSEQUENTLY ARRESTED FOR AGGRAVATED BATTERY TO A PEACE OFFICER, RESISTING/OBSTRUCTING A PEACE OFFICER, UNLAWFUL USE OF WEAPONS, ARMED VIOLENCE, AND POSSESSION OF CANNABIS WITH INTENT TO DELIVER.",,FIFTH S & CLARK,,URBANA,IL,,,40.1154,-88.2321,08/04/2015 06:48:58 PM,08/04/2015 06:45:05 PM,POINT (-88.2321 40.1154),23,Saturday,Assault,206477.0
6645,728484650,II1501356,08/25/2015 03:40:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICERS OBSERVED SUSPICIOIS ACTIVITY. A SUBJECT WAS SUBSEQU ENTLY ARRESTED FOR POSSESSION OF CANNABIS WITH INTENT TO DEL IVER AND UNLAWFUL USE OF WEAPONS. SUBJECT WAS ALSO WARNED FO R RIDING A BICYCLE IN THE ROADWAY WITHOUT A LIGHT WHEN REQUI RED.,,BLK OF JOHN E,,URBANA,IL,,,40.109,-88.2387,08/26/2015 01:24:02 PM,08/26/2015 01:20:05 PM,POINT (-88.2387 40.109),3,Tuesday,Weapons Offense,206477.0
6662,728745668,II1501379,08/27/2015 12:52:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICERS RESPONDED TO A REPORT OF ROBBERY THAT HAD JUST OCCU RRED AND LOCATED THE SUSPECT. THERE WERE CONFLICTING STORIES AND IT WAS DETERMINED TO BE MUTUAL COMBATANTS AND NO ROBBER Y OCCURRED.,,JOHN E & FOURTH,,URBANA,IL,,,40.1076,-88.23299999999999,08/29/2015 06:59:03 PM,08/29/2015 06:55:06 PM,POINT (-88.233 40.1076),0,Thursday,Assault,206477.0
6686,728938388,II1501406,08/30/2015 02:33:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>TRAFFIC STOP RESULTED IN AN ARREST FOR UNLAWFUL USE OF WEAPO NS.,,LOCUST ST S & DANIEL ST S,,URBANA,IL,,,40.1079,-88.2387,08/31/2015 07:04:04 PM,08/31/2015 07:00:07 PM,POINT (-88.2387 40.1079),2,Sunday,Weapons Offense,206477.0
6699,729140754,II1501432,08/31/2015 10:17:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>A ROBBERY OCCURRED NEAR THE ENGINEERING SCIENCES BUILDING. T WO SUSPECTS WERE SUBSEQUENTLY ARRESTED.,,1100 Block W WESTERN AV,,URBANA,IL,,United States,40.1121908,-88.2206125,09/02/2015 05:44:03 PM,09/09/2015 02:27:30 PM,POINT (-88.2206125 40.1121908),22,Monday,Robbery,206477.0
6718,729572720,II1501473,09/05/2015 02:30:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>AN ATTEMPTED ROBBER OCCURRED NEAR DORNER DRIVE AND GREGORY DRIVE.,,DORNER DR & GREGORY DR,,URBANA,IL,,,40.1042,-88.2219,09/07/2015 08:54:03 AM,09/08/2015 10:50:08 PM,POINT (-88.2219 40.1042),2,Saturday,Robbery,206477.0
6733,730517691,II1501511,09/09/2015 08:30:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>AN ARGUMENT AT A UIUC CONSTRUCTION SITE LED TO A MUTUAL COMB ATANT FIGHT. BOTH WORKERS WERE REMOVED FROM THE UIUC PROJECT AND REASSIGNED BY THEIR COMPANIES.,,1800 Block FIRST S,,URBANA,IL,,,40.0962,-88.2359,09/15/2015 05:49:01 PM,09/15/2015 05:45:02 PM,POINT (-88.2359 40.0962),8,Wednesday,Assault,206477.0
6734,730188925,II1501513,09/09/2015 10:33:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/> PETITION FOR INVOLUNTARY ADMISSION,,900 Block OREGON ST W,,URBANA,IL,61801.0,,40.1070214,-88.2192408,09/11/2015 04:21:54 PM,09/11/2015 04:17:55 PM,POINT (-88.2192408 40.1070214),10,Wednesday,Other,206477.0
6752,730862226,II1501556,09/12/2015 07:00:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>PARENT REPORTED THAT HIS SON WAS BATTERED BY OTHER BOY SCOUT S WHILE CAMPING ON THE FOOTBALL FIELD AFTER THE GAME. PARENT JUST WANTED IT DOCUMENTED ONLY AND IS PURSUING THE MATTER T HROUGH THE BOY SCOUT TROOP.,,FIRST ST S & KIRBY,,URBANA,IL,,,40.1,-88.2352,09/16/2015 06:49:01 PM,09/16/2015 10:46:39 PM,POINT (-88.2352 40.1),19,Saturday,Assault,206477.0
6787,731258416,II1501625,09/20/2015 09:46:00 PM,[UIPD] ARSON-AGGRAVATED,ARSON-AGGRAVATED                   <BR/><BR/>OFFICER RESPONDS TO ASSIST URBANA FIRE DEPARTMENT WITH SUSPE CTED ARSON.,,1000 Block ILLINOIS ST W,,URBANA,IL,,,40.1096,-88.2213,09/21/2015 05:34:02 PM,09/21/2015 05:30:02 PM,POINT (-88.2213 40.1096),21,Sunday,Arson,206477.0
6843,732933891,II1501744,10/04/2015 02:40:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>TRAFFIC STOP. DRIVER ARRESTED FOR POSSESSION OF A CONTROLLED SUBSTANCE AND WEAPON OFFENSES ALONG WITH HIT AND RUN FROM A NOTHER AGENCY.,,FOURTH ST & GREGORY DR,,URBANA,IL,,,40.1041,-88.2334,10/05/2015 07:09:04 PM,10/05/2015 07:05:02 PM,POINT (-88.2334 40.1041),2,Sunday,Weapons Offense,206477.0
6892,734531132,II1501849,10/16/2015 09:40:00 PM,[UIPD] CARRYING OUT OF PREMISE,"CARRYING OUT OF PREMISE            <BR/><BR/>SUBJECT WAS DRINKING BUD LIGH ON SIDEWALK IN FRONT OF THE BE ACH SPA ON JOHN STREET. SUBJECT ADMITTED TO TAKING A DRINK OUT OF JOE'S BREWERY, FRIEND DENIED DRINKING ANY ALCOHOL THEN ADMITTED TO CONSUMING A FEW BEERS. NO CONTRABAND FOUND AFTER CONSENT SEARCH.",,FIFTH ST S & JOHN ST,,URBANA,IL,,,40.1091,-88.23200000000001,10/19/2015 04:32:22 PM,10/19/2015 06:40:02 PM,POINT (-88.232 40.1091),21,Friday,Liquor,206477.0
6903,734657427,II1501870,10/19/2015 07:09:00 PM,[UIPD] ROBBERY,"ROBBERY                            <BR/><BR/>ASSISTED OTHER POLICE DEPARTMENT. UIPD OFFICERS RESPONDED TO A REPORTED ROBBERY AND BATTERY THAT OCCURRED AT SUBWAY ON GREEN STREET CHAMPAIGN, IL. THE REPORTING PERSON/VICTIM DID NOT WANT MEDICAL ASSISTANCE. THE OFFENDERS WERE IDENTIFIED AND LATER ARRESTED. THE ARRESTEES WERE TRANSPORTED TO CCSO. THE STOLEN PROPERTY WAS RECOVERED AND SUBMITTED INTO EVIDENC E AT POST I.",,600 Block GREEN STREET E,,URBANA,IL,,,40.1105,-88.2294,10/20/2015 04:47:14 PM,10/20/2015 06:55:02 PM,POINT (-88.2294 40.1105),19,Monday,Robbery,206477.0
6923,735189016,II1501913,10/24/2015 11:26:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>POLICE ASSISTED MEDICAL WITH TRANSPORT OF AN INTOXICATED SUB JECT. SUBJECT BATTERED POLICE OFFICER BY INTENTIONALLY SPITT ING IN HIS FACE.,,BLK OF FOURTH ST & PEABODY DR,,URBANA,IL,,,40.1015,-88.2334,10/26/2015 02:46:22 PM,10/26/2015 04:55:03 PM,POINT (-88.2334 40.1015),23,Saturday,Assault,206477.0
6948,735785849,II1501971,11/01/2015 01:08:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> A BATTERY OCCURRED IN PARKING LOT C-7.,,800 Block SIXTH ST S,,URBANA,IL,,,40.1089,-88.2296,11/02/2015 04:10:17 PM,11/02/2015 06:20:03 PM,POINT (-88.2296 40.1089),1,Sunday,Assault,206477.0
6960,735869494,II1501981,11/02/2015 06:05:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>A UIPD OFFICER RESPONDED TO A REPORT OF BATTERY AT THE ILLIN I UNION - MORE SPECIFICALLY OUTSIDE UNION ON QUAD,,GREEN ST W & WRIGHT,,URBANA,IL,,,40.1099,-88.2272,11/03/2015 05:45:09 PM,11/03/2015 07:55:04 PM,POINT (-88.2272 40.1099),18,Monday,Assault,206477.0
6983,737419162,II1502094,11/12/2015 02:30:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>BATTERY REPORTED AT BIELFELDT ATHLETIC ADMINISTRATION BLDG,,1700 Block FOURTH ST S,,URBANA,IL,,,40.0961,-88.2321,11/16/2015 04:08:12 PM,11/16/2015 06:20:04 PM,POINT (-88.2321 40.0961),14,Thursday,Assault,206477.0
6999,736873898,II1502065,11/11/2015 02:23:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> A SUBJECT REPORTED BEING THE VICTIM OF A BATTERY.,,THIRD ST S & DANIEL ST,,URBANA,IL,,,40.1079,-88.2354,11/12/2015 05:03:49 PM,11/12/2015 07:15:05 PM,POINT (-88.2354 40.1079),2,Wednesday,Assault,206477.0
7019,737997961,II1502126,11/19/2015 01:51:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>SUBJECT SEEN HOLDING BEER CAN (NATURAL LIGHT). THREW CAN BEH IND BUILDING WHEN HE NOTICED OUR APPROACH AT LOCUST AND CHAL MERS. I ASKED HIM WHAT HE PUT BEHIND THE BUILDING AND HE ADM ITTED IT WAS A BEER. HE SAID HE WAS AWARE IT WAS AGAINST CI TY ORDINANCE.,,LOCUST ST & CHALMERS ST,,URBANA,IL,,,40.1065,-88.2403,11/19/2015 03:05:55 PM,11/19/2015 06:10:28 PM,POINT (-88.2403 40.1065),1,Thursday,Liquor,206477.0
7036,739082361,II1502172,12/01/2015 12:35:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/> A SUBJECT WAS ARRESTED FOR RESISTING/OBSTRUCTING AND UUW.,,HILL E & FOURTH,,URBANA,IL,,,40.1183,-88.2354,12/02/2015 05:06:30 PM,12/02/2015 07:21:14 PM,POINT (-88.2354 40.1183),0,Tuesday,Weapons Offense,
7072,740290608,II1502258,12/13/2015 01:14:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>AGGRAVATED BATTERY OCCURED ON THE SIDEWALK OUTSIDE OF 707 S. SIXTH ST.,,700 Block SIXTH ST S,,URBANA,IL,,,40.1096,-88.2301,12/14/2015 04:58:59 PM,12/14/2015 07:15:04 PM,POINT (-88.2301 40.1096),1,Sunday,Assault,206477.0
7090,742066424,II1502300,12/22/2015 07:40:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER RESPONDED TO CAMPUS RECREATION CENTER EAST IN REFERE NCE TO A BATTERY.,,1100 Block GREGORY DR,,URBANA,IL,,,40.1044,-88.2219,12/23/2015 02:42:42 PM,12/23/2015 05:00:08 PM,POINT (-88.2219 40.1044),19,Tuesday,Assault,206477.0
7107,743179776,II1600019,01/06/2016 11:00:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/> SUBJECT TRANSPORTED TO PRESENCE ON AN INVOLUNTARY PETITION.,,100 Block GREEN ST E,,URBANA,IL,,,40.1103,-88.2385,01/07/2016 11:15:29 AM,01/07/2016 01:35:08 PM,POINT (-88.2385 40.1103),11,Wednesday,Other,206477.0
7125,745494382,II1600058,01/18/2016 09:00:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER RESPONDED TO A BATTER AT CAMPUS RECREATION CENTER EA ST WHERE A STATE NTA WAS ISSUED TO THE OFFENDER.,,GREGORY DR & DORNER,,URBANA,IL,,,40.1044,-88.2219,01/19/2016 04:53:37 PM,01/19/2016 07:42:52 PM,POINT (-88.2219 40.1044),21,Monday,Assault,206477.0
7142,746934621,II1600109,01/23/2016 08:00:00 PM,[UIPD] ROBBERY,"ROBBERY                            <BR/><BR/>UNKNOWN WHITE MALE SUBJECT PUNCHED AND ATTEMPTED TO ROB A FEMALE VICTIM IN THE 50 BLOCK OF GREGORY AVE, CHAMPAIGN.",,GREGORY DR & FIRST ST S,,URBANA,IL,,,40.1041,-88.2386,01/26/2016 03:17:32 PM,01/26/2016 05:40:03 PM,POINT (-88.2386 40.1041),20,Saturday,Robbery,206477.0
7145,746934620,II1600106,01/24/2016 01:41:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>MALE SUBJECT BATTERED BY UNKNOWN MALE SUSTAINED MINOR FACIAL INJURIES.  VICTIM TRANSPORTED TO CARLE HOSPITAL.,,EUCLID ST & ARMORY AVE E,,URBANA,IL,,,40.1054,-88.2345,01/26/2016 03:17:32 PM,01/26/2016 05:40:03 PM,POINT (-88.2345 40.1054),1,Sunday,Assault,206477.0
7146,746858827,II1600111,01/24/2016 02:00:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>A ROBBERY OCCURRED AT THE KCPA PARKING GARAGE. LIMITED SUSPE CT INFORMATION.,,500 Block GOODWIN AVE S,,URBANA,IL,,,40.1065,-88.2237,01/25/2016 04:32:41 PM,01/25/2016 06:55:04 PM,POINT (-88.2237 40.1065),2,Sunday,Robbery,206477.0
7157,748977703,II1600131,01/26/2016 02:13:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,"UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER CHECKED A SUSPICIOUS VEHICLE IN A UNIVERSITY OWNED P ARKING GARAGE. THE INVESTIGATION RESULTED IN CONTACT AND ARR EST OF THE OCCUPANT FOR POSSESSION OF SUSPECTED CANNABIS, DR UG PARAPHERNALIA AND UNLAWFUL USE OF WEAPON.",,800 Block SIXTH ST S,,URBANA,IL,,,40.1085,-88.2307,02/04/2016 01:36:11 PM,02/04/2016 04:00:02 PM,POINT (-88.2307 40.1085),14,Tuesday,Weapons Offense,206477.0
7184,749067262,II1600196,02/04/2016 04:25:00 PM,[UIPD] UNLAWFUL POSS FIREARM & AMMUNITION,"UNLAWFUL POSS FIREARM & AMMUNITION <BR/><BR/>OFFICER INITIATED TRAFFIC STOP, SUBJECT FLED AND WAS LATER D ETAINED.",,1800 Block WINDSOR RD E,,URBANA,IL,,,40.0849,-88.1843,02/05/2016 05:11:01 PM,02/05/2016 07:35:03 PM,POINT (-88.1843 40.0849),16,Thursday,Weapons Offense,
7197,749627080,II1600215,02/08/2016 07:30:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>THREAT REPORT TAKEN FOR BATTERY OCCURING EARLIER THAT DAY. VICTIM DOES NOT WISH TO PRESS CHARGES. REFER TO STUDENT DISCIPLINE.,,DANIEL ST E & SIXTH ST,,URBANA,IL,,,40.1076,-88.2298,02/11/2016 05:05:07 PM,02/11/2016 07:30:03 PM,POINT (-88.2298 40.1076),7,Monday,Assault,206477.0
7207,749788337,II1600239,02/11/2016 09:10:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS WERE DISPATCHED TO THE ARC FOR A BATTERY CALL. NO A RRESTS WERE MADE.,,200 Block PEABODY DR,,URBANA,IL,,,40.1006,-88.236,02/13/2016 04:04:50 PM,02/13/2016 06:30:03 PM,POINT (-88.236 40.1006),21,Thursday,Assault,206477.0
7212,750111324,II1600259,02/16/2016 09:29:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>SUBJECT SENT EMAIL TO PROFESSOR THAT HE WAS FEELING ANXIOUS AND HAD SPOKEN WITH SUICIDE HOTLINE. SUBJECT WAS LOCTED AND WAS TRANSPORTED TO MCKINLEY HEALTH CENTER FOR TREATMENT,,1100 Block MAIN ST W,,URBANA,IL,,,40.1142,-88.223,02/17/2016 03:49:16 PM,02/17/2016 06:15:03 PM,POINT (-88.223 40.1142),9,Tuesday,Other,206477.0
7236,752988151,II1600358,03/03/2016 01:00:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS DISPATCHED TO KRANNERT ART MUSEUM FOR A FIGHT THAT OCCURRED BETWEEN TWO THIRD GRADE STUDENTS.,,PEABODY DR & SIXTH ST,,URBANA,IL,,,40.102,-88.2313,03/17/2016 03:05:37 PM,03/17/2016 05:30:02 PM,POINT (-88.2313 40.102),13,Thursday,Assault,206477.0
7238,752055430,II1600367,03/04/2016 01:12:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> CITY NTA ISSUED FOR POSSESSION OF ALCHOL ON PUBLIC PROPERTY.,,CHALMERS ST E & FIRST ST,,URBANA,IL,,,40.1065,-88.2387,03/08/2016 03:59:15 PM,03/08/2016 06:25:03 PM,POINT (-88.2387 40.1065),13,Friday,Liquor,206477.0
7247,752658882,II1600387,03/06/2016 02:07:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>SUBJ WAS CARRYING A FLASK IN HIS BACK RIGHT PANTS POCKET.  H E WAS WALKING ALONG FIFTH STREET ON A SIDEWALK.  HE ADMITTED THE FLASK CONTAINED ALCOHOL.,,FIFTH ST S & GREEN ST,,URBANA,IL,,,40.1103,-88.2321,03/14/2016 03:45:10 PM,03/14/2016 06:10:02 PM,POINT (-88.2321 40.1103),2,Sunday,Liquor,206477.0
7263,752520934,II1600434,03/12/2016 01:02:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>LALWANI WAS WALKING WITH AN OPEN MILLER LITE BEER AND DROPPE D IT WHEN HE SAW POLICE.,,FIFTH ST & JOHN ST E,,URBANA,IL,,,40.1091,-88.23200000000001,03/13/2016 02:05:00 PM,03/13/2016 04:30:02 PM,POINT (-88.232 40.1091),1,Saturday,Liquor,206477.0
7346,759657629,II1600868,05/15/2016 03:03:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> FEMALE WAS BATTERED BY AN UNKNOWN OFFENDER.,,JOHN ST & FIRST ST,,URBANA,IL,,,40.109,-88.2387,05/16/2016 03:24:42 PM,05/16/2016 05:40:02 PM,POINT (-88.2387 40.109),3,Sunday,Assault,206477.0
7359,760964257,II1600928,05/28/2016 11:41:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>TRAFFIC STOP FOR EXPIRED REGISTRATION. K9 ALERTED ON VEHICLE AND THE THE DRIVER WAS SUBSEQUENTLY ARRESTED FOR AN OUT OF COUNTY TRAFFIC WARRANT AND THE BACK SEAT PASSENGER WAS ARRES TED FOR PARAPHERNALIA AND UNLAWFUL USE OF WEAPON FOR A STUN GUN FOUND IN HER PURSE.,,SPRINGFIELD AVE & LINCOLN AVE,,URBANA,IL,61801.0,,40.1128099,-88.219337,05/31/2016 03:56:58 PM,05/31/2016 06:10:02 PM,POINT (-88.219337 40.1128099),23,Saturday,Weapons Offense,206477.0
7378,762620371,II1601011,06/18/2016 02:06:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> PHYSICAL ALTERCATION BETWEEN SEVERAL PERSONS.,,DANIEL ST E & FIFTH ST,,URBANA,IL,,,40.108000000000004,-88.23200000000001,06/19/2016 10:54:48 AM,06/19/2016 01:05:02 PM,POINT (-88.232 40.108),2,Saturday,Assault,206477.0
7386,763442468,II1601036,06/23/2016 01:09:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICERS RESPONDED TO THE UNDER GRADUATE LIBRARY TO REMOVE A TRESPASS SUSPECT. OFFICERS IDENTIFIED AND CONFIRMED HE WAS TRESPASSING. OFFICERS PLACED THE OFFENDER UNDER ARREST BUT W ERE MET WITH PHYSICAL RESISTANCE. THE OFFENDER ALSO ATTEMPTE D TO TRIP OFFICERS AND BIT ONE OFFICER MULTIPLE TIMES DURING THE PROCESS OF THE ARREST.,,1400 Block GREGORY DR,,URBANA,IL,,,40.1046,-88.2268,06/27/2016 06:31:03 PM,06/27/2016 08:40:02 PM,POINT (-88.2268 40.1046),13,Thursday,Assault,206477.0
